station,station_name,valid(UTC),tmpf,sknt,vis1_coeff,vis2_coeff,vis3_coeff,ptype,precip,
MDW,Chicago Midway,2022-08-25 23:00,82,8,0.081,0.11,,NP,0,
MDW,Chicago Midway,2022-08-26 00:00,81,7,0.073,0.107,,NP,0,
MDW,Chicago Midway,2022-08-26 01:00,79,7,0.069,0.107,,NP,0,
MDW,Chicago Midway,2022-08-26 02:00,74,5,0.058,0.086,,NP,0,
MDW,Chicago Midway,2022-08-26 03:00,74,5,0.078,0.114,,NP,0,
MDW,Chicago Midway,2022-08-26 04:00,75,7,0.098,0.139,,NP,0,
MDW,Chicago Midway,2022-08-26 05:00,74,7,0.084,0.219,,NP,0,
MDW,Chicago Midway,2022-08-26 06:00,73,9,0.052,0.131,,NP,0,
MDW,Chicago Midway,2022-08-26 07:00,73,7,0.069,0.125,,NP,0,
MDW,Chicago Midway,2022-08-26 08:00,72,7,0.078,0.125,,NP,0,
MDW,Chicago Midway,2022-08-26 09:00,71,7,0.065,0.109,,NP,0,
MDW,Chicago Midway,2022-08-26 10:00,71,7,0.054,0.087,,NP,0,
MDW,Chicago Midway,2022-08-26 11:00,70,5,0.077,0.091,,NP,0,
MDW,Chicago Midway,2022-08-26 12:00,70,6,0.072,0.127,,NP,0,
MDW,Chicago Midway,2022-08-26 13:00,69,9,0.061,0.102,,NP,0,
MDW,Chicago Midway,2022-08-26 14:00,70,7,0.052,0.21,,NP,0,
MDW,Chicago Midway,2022-08-26 15:00,74,9,0.05,0.071,,NP,0,
MDW,Chicago Midway,2022-08-26 16:00,77,9,0.05,0.076,,NP,0,
MDW,Chicago Midway,2022-08-26 17:00,78,10,0.05,0.07,,NP,0,
MDW,Chicago Midway,2022-08-26 18:00,79,11,0.05,0.084,,NP,0,
MDW,Chicago Midway,2022-08-26 19:00,78,8,0.05,0.082,,NP,0,
MDW,Chicago Midway,2022-08-26 20:00,79,9,0.061,0.086,,NP,0,
MDW,Chicago Midway,2022-08-26 21:00,80,7,0.058,0.088,,NP,0,
MDW,Chicago Midway,2022-08-26 22:00,76,8,0.071,0.096,,NP,0,
MDW,Chicago Midway,2022-08-26 23:00,76,9,0.063,0.093,,NP,0,
MDW,Chicago Midway,2022-08-27 00:00,73,11,0.066,0.096,,NP,0,
MDW,Chicago Midway,2022-08-27 01:00,70,7,0.074,0.12,,NP,0,
MDW,Chicago Midway,2022-08-27 02:00,70,6,0.069,0.106,,NP,0,
MDW,Chicago Midway,2022-08-27 03:00,70,4,0.106,0.139,,NP,0,
MDW,Chicago Midway,2022-08-27 04:00,70,5,0.072,0.116,,NP,0,
MDW,Chicago Midway,2022-08-27 05:00,70,3,0.127,0.158,,NP,0,
MDW,Chicago Midway,2022-08-27 06:00,68,1,0.114,0.129,,NP,0,
MDW,Chicago Midway,2022-08-27 07:00,67,0,0.106,0.146,,NP,0,
MDW,Chicago Midway,2022-08-27 08:00,65,2,0.099,0.149,,NP,0,
MDW,Chicago Midway,2022-08-27 09:00,65,2,0.133,0.183,,NP,0,
MDW,Chicago Midway,2022-08-27 10:00,64,0,0.134,0.179,,NP,0,
MDW,Chicago Midway,2022-08-27 11:00,64,1,0.143,0.258,,NP,0,
MDW,Chicago Midway,2022-08-27 12:00,66,2,0.135,0.184,,NP,0,
MDW,Chicago Midway,2022-08-27 13:00,69,5,0.101,0.167,,NP,0,
MDW,Chicago Midway,2022-08-27 14:00,71,3,0.073,0.107,,NP,0,
MDW,Chicago Midway,2022-08-27 15:00,75,3,0.069,0.109,,NP,0,
MDW,Chicago Midway,2022-08-27 16:00,78,4,0.073,0.089,,NP,0,
MDW,Chicago Midway,2022-08-27 17:00,82,2,0.054,0.088,,NP,0,
MDW,Chicago Midway,2022-08-27 18:00,82,4,0.05,0.086,,NP,0,
MDW,Chicago Midway,2022-08-27 19:00,83,4,0.05,0.079,,NP,0,
MDW,Chicago Midway,2022-08-27 20:00,82,10,0.07,0.106,,NP,0,
MDW,Chicago Midway,2022-08-27 21:00,83,8,0.067,0.099,,NP,0,
MDW,Chicago Midway,2022-08-27 22:00,84,6,0.064,0.091,,NP,0,
MDW,Chicago Midway,2022-08-27 23:00,81,10,0.055,0.084,,NP,0,
MDW,Chicago Midway,2022-08-28 00:00,79,9,0.056,0.085,,NP,0,
MDW,Chicago Midway,2022-08-28 01:00,77,8,0.058,0.091,,NP,0,
MDW,Chicago Midway,2022-08-28 02:00,76,8,0.06,0.092,,NP,0,
MDW,Chicago Midway,2022-08-28 03:00,76,6,0.065,0.098,,NP,0,
MDW,Chicago Midway,2022-08-28 04:00,76,7,0.075,0.103,,NP,0,
MDW,Chicago Midway,2022-08-28 05:00,76,9,0.055,0.089,,NP,0,
MDW,Chicago Midway,2022-08-28 06:00,75,7,0.054,0.082,,NP,0,
MDW,Chicago Midway,2022-08-28 07:00,74,7,0.054,0.088,,NP,0,
MDW,Chicago Midway,2022-08-28 08:00,73,5,0.056,0.202,,NP,0,
MDW,Chicago Midway,2022-08-28 09:00,73,6,0.057,0.15,,NP,0,
MDW,Chicago Midway,2022-08-28 10:00,72,5,0.057,0.1,,NP,0,
MDW,Chicago Midway,2022-08-28 11:00,72,8,0.058,0.096,,NP,0,
MDW,Chicago Midway,2022-08-28 12:00,73,6,0.07,0.122,,NP,0,
MDW,Chicago Midway,2022-08-28 13:00,76,8,0.086,0.11,,NP,0,
MDW,Chicago Midway,2022-08-28 14:00,80,10,0.086,0.119,,NP,0,
MDW,Chicago Midway,2022-08-28 15:00,82,11,0.08,0.113,,NP,0,
MDW,Chicago Midway,2022-08-28 16:00,86,10,0.077,0.112,,NP,0,
MDW,Chicago Midway,2022-08-28 17:00,89,14,0.074,0.106,,NP,0,
MDW,Chicago Midway,2022-08-28 18:00,89,14,0.069,0.102,,NP,0,
MDW,Chicago Midway,2022-08-28 19:00,91,13,0.062,0.098,,NP,0,
MDW,Chicago Midway,2022-08-28 20:00,91,16,0.054,0.093,,NP,0,
MDW,Chicago Midway,2022-08-28 21:00,90,16,0.074,0.097,,NP,0,
MDW,Chicago Midway,2022-08-28 22:00,90,18,0.068,0.111,,NP,0,
MDW,Chicago Midway,2022-08-28 23:00,88,12,0.074,0.105,,NP,0,
MDW,Chicago Midway,2022-08-29 00:00,88,11,0.074,0.108,,NP,0,
MDW,Chicago Midway,2022-08-29 01:00,85,14,0.07,0.107,,NP,0,
MDW,Chicago Midway,2022-08-29 03:00,83,11,0.07,0.108,,NP,0,
MDW,Chicago Midway,2022-08-29 04:00,81,11,0.064,0.1,,NP,0,
MDW,Chicago Midway,2022-08-29 05:00,79,15,0.051,0.077,,NP,0,
MDW,Chicago Midway,2022-08-29 06:00,77,11,0.05,0.066,,NP,0,
MDW,Chicago Midway,2022-08-29 07:00,76,11,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-08-29 08:00,76,11,0.05,0.064,,NP,0,
MDW,Chicago Midway,2022-08-29 09:00,76,11,0.051,0.074,,NP,0,
MDW,Chicago Midway,2022-08-29 10:00,75,10,0.054,0.082,,NP,0,
MDW,Chicago Midway,2022-08-29 11:00,75,9,0.062,0.091,,NP,0,
MDW,Chicago Midway,2022-08-29 12:00,75,8,0.069,0.102,,NP,0,
MDW,Chicago Midway,2022-08-29 13:00,78,11,0.074,0.103,,NP,0,
MDW,Chicago Midway,2022-08-29 14:00,81,14,0.073,0.11,,NP,0,
MDW,Chicago Midway,2022-08-29 15:00,85,15,0.068,0.108,,NP,0,
MDW,Chicago Midway,2022-08-29 16:00,87,12,0.078,0.107,,NP,0,
MDW,Chicago Midway,2022-08-29 17:00,87,14,0.093,0.12,,NP,0,
MDW,Chicago Midway,2022-08-29 18:00,72,2,0.83,1.048,,R+,0,
MDW,Chicago Midway,2022-08-29 19:00,72,5,0.054,0.1,,NP,0,
MDW,Chicago Midway,2022-08-29 20:00,73,14,0.062,0.099,,M ,0,
MDW,Chicago Midway,2022-08-29 21:00,81,10,0.05,0.088,,NP,0,
MDW,Chicago Midway,2022-08-29 22:00,84,9,0.05,0.078,,NP,0,
MDW,Chicago Midway,2022-08-29 23:00,84,11,0.05,0.076,,NP,0,
MDW,Chicago Midway,2022-08-30 00:00,82,6,0.05,0.073,,NP,0,
MDW,Chicago Midway,2022-08-30 01:00,81,5,0.057,0.086,,NP,0,
MDW,Chicago Midway,2022-08-30 02:00,80,8,0.055,0.086,,NP,0,
MDW,Chicago Midway,2022-08-30 03:00,80,8,0.05,0.074,,NP,0,
MDW,Chicago Midway,2022-08-30 04:00,79,9,0.05,0.074,,NP,0,
MDW,Chicago Midway,2022-08-30 05:00,77,5,0.052,0.077,,NP,0,
MDW,Chicago Midway,2022-08-30 06:00,75,7,0.053,0.077,,NP,0,
MDW,Chicago Midway,2022-08-30 07:00,74,7,0.054,0.077,,NP,0,
MDW,Chicago Midway,2022-08-30 08:00,72,7,0.056,0.156,,NP,0,
MDW,Chicago Midway,2022-08-30 09:00,70,8,0.056,0.096,,NP,0,
MDW,Chicago Midway,2022-08-30 10:00,70,8,0.061,0.099,,NP,0,
MDW,Chicago Midway,2022-08-30 11:00,68,7,0.064,0.105,,NP,0,
MDW,Chicago Midway,2022-08-30 12:00,70,9,0.065,0.102,,NP,0,
MDW,Chicago Midway,2022-08-30 13:00,72,11,0.057,0.184,,NP,0,
MDW,Chicago Midway,2022-08-30 14:00,74,11,0.059,0.075,,NP,0,
MDW,Chicago Midway,2022-08-30 15:00,77,10,0.05,0.083,,NP,0,
MDW,Chicago Midway,2022-08-30 16:00,80,11,0.055,0.084,,NP,0,
MDW,Chicago Midway,2022-08-30 17:00,79,17,0.054,0.084,,NP,0,
MDW,Chicago Midway,2022-08-30 18:00,81,16,0.054,0.077,,NP,0,
MDW,Chicago Midway,2022-08-30 19:00,82,14,0.055,0.075,,NP,0,
MDW,Chicago Midway,2022-08-30 20:00,82,13,0.054,0.067,,NP,0,
MDW,Chicago Midway,2022-08-30 21:00,82,15,0.053,0.072,,NP,0,
MDW,Chicago Midway,2022-08-30 22:00,80,16,0.053,0.078,,NP,0,
MDW,Chicago Midway,2022-08-30 23:00,80,14,0.052,0.079,,NP,0,
MDW,Chicago Midway,2022-08-31 00:00,78,11,0.05,0.068,,NP,0,
MDW,Chicago Midway,2022-08-31 01:00,77,10,0.05,0.059,,NP,0,
MDW,Chicago Midway,2022-08-31 02:00,75,5,0.05,0.05,,NP,0,
MDW,Chicago Midway,2022-08-31 03:00,71,5,0.052,0.327,,NP,0,
MDW,Chicago Midway,2022-08-31 04:00,71,6,0.054,0.097,,NP,0,
MDW,Chicago Midway,2022-08-31 05:00,69,5,0.059,0.096,,NP,0,
MDW,Chicago Midway,2022-08-31 06:00,67,5,0.055,0.092,,NP,0,
MDW,Chicago Midway,2022-08-31 07:00,66,4,0.057,0.091,,NP,0,
MDW,Chicago Midway,2022-08-31 08:00,66,6,0.064,0.102,,NP,0,
MDW,Chicago Midway,2022-08-31 09:00,65,6,0.056,0.091,,NP,0,
MDW,Chicago Midway,2022-08-31 10:00,65,6,0.058,0.096,,NP,0,
MDW,Chicago Midway,2022-09-01 06:00,74,6,0.072,,,NP,0,
MDW,Chicago Midway,2022-09-01 07:00,72,6,0.086,,,NP,0,
MDW,Chicago Midway,2022-09-01 08:00,73,4,0.073,,,NP,0,
MDW,Chicago Midway,2022-09-01 09:00,71,7,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-01 10:00,70,4,0.075,,,NP,0,
MDW,Chicago Midway,2022-09-01 11:00,70,4,0.069,,,NP,0,
MDW,Chicago Midway,2022-09-01 12:00,70,4,0.09,,,NP,0,
MDW,Chicago Midway,2022-09-01 13:00,73,4,0.109,,,NP,0,
MDW,Chicago Midway,2022-09-01 14:00,78,2,0.077,,,NP,0,
MDW,Chicago Midway,2022-09-01 15:00,83,2,0.077,,,NP,0,
MDW,Chicago Midway,2022-09-01 16:00,86,4,0.059,,,NP,0,
MDW,Chicago Midway,2022-09-01 17:00,87,9,0.058,,,NP,0,
MDW,Chicago Midway,2022-09-01 18:00,88,11,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-01 19:00,88,11,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-01 20:00,89,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-01 21:00,88,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-01 22:00,88,12,0.053,0.05,,NP,0,
MDW,Chicago Midway,2022-09-01 23:00,85,10,0.053,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 00:00,84,8,0.055,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 01:00,82,10,0.055,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 02:00,81,11,0.056,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 03:00,80,8,0.058,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 04:00,79,7,0.056,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 05:00,79,8,0.055,0.05,,NP,0,
MDW,Chicago Midway,2022-09-02 06:00,77,6,0.056,,,NP,0,
MDW,Chicago Midway,2022-09-02 07:00,76,4,0.058,,,NP,0,
MDW,Chicago Midway,2022-09-02 08:00,75,5,0.062,,,NP,0,
MDW,Chicago Midway,2022-09-02 09:00,74,4,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-02 10:00,74,5,0.063,,,NP,0,
MDW,Chicago Midway,2022-09-02 11:00,72,3,0.072,,,NP,0,
MDW,Chicago Midway,2022-09-02 12:00,73,4,0.082,,,NP,0,
MDW,Chicago Midway,2022-09-02 13:00,75,7,0.077,,,NP,0,
MDW,Chicago Midway,2022-09-02 14:00,78,7,0.073,,,NP,0,
MDW,Chicago Midway,2022-09-02 15:00,81,9,0.055,,,NP,0,
MDW,Chicago Midway,2022-09-02 16:00,84,9,0.058,,,NP,0,
MDW,Chicago Midway,2022-09-02 17:00,85,8,0.057,,,NP,0,
MDW,Chicago Midway,2022-09-02 18:00,87,13,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-02 19:00,88,12,0.051,,,NP,0,
MDW,Chicago Midway,2022-09-02 20:00,87,14,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-02 21:00,86,12,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-02 22:00,86,13,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-02 23:00,85,14,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-03 00:00,83,12,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-03 01:00,82,9,0.052,,,NP,0,
MDW,Chicago Midway,2022-09-03 02:00,81,6,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-03 03:00,79,5,0.059,,,NP,0,
MDW,Chicago Midway,2022-09-03 04:00,78,8,0.06,,,NP,0,
MDW,Chicago Midway,2022-09-03 05:00,76,7,0.061,,,NP,0,
MDW,Chicago Midway,2022-09-03 06:00,75,7,0.062,,,NP,0,
MDW,Chicago Midway,2022-09-03 07:00,74,7,0.066,,,NP,0,
MDW,Chicago Midway,2022-09-03 08:00,73,6,0.081,,,NP,0,
MDW,Chicago Midway,2022-09-03 09:00,73,5,0.133,,,NP,0,
MDW,Chicago Midway,2022-09-03 10:00,73,6,0.123,,,NP,0,
MDW,Chicago Midway,2022-09-03 11:00,72,7,0.116,,,NP,0,
MDW,Chicago Midway,2022-09-03 12:00,71,6,0.13,,,NP,0,
MDW,Chicago Midway,2022-09-03 13:00,74,7,0.104,,,NP,0,
MDW,Chicago Midway,2022-09-03 14:00,79,10,0.069,,,NP,0,
MDW,Chicago Midway,2022-09-03 15:00,82,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-03 16:00,84,8,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-03 17:00,87,6,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-03 18:00,88,5,0.051,,,NP,0,
MDW,Chicago Midway,2022-09-03 19:00,90,,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-03 20:00,86,12,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-03 21:00,86,11,0.052,,,NP,0,
MDW,Chicago Midway,2022-09-03 22:00,82,12,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-03 23:00,79,11,0.097,,,NP,0,
MDW,Chicago Midway,2022-09-04 00:00,76,13,0.079,,,NP,0,
MDW,Chicago Midway,2022-09-04 01:00,75,12,0.064,,,NP,0,
MDW,Chicago Midway,2022-09-04 02:00,74,14,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-04 05:00,73,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-04 06:00,73,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-04 07:00,73,11,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-04 08:00,73,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-04 09:00,74,7,0.059,,,NP,0,
MDW,Chicago Midway,2022-09-04 10:00,73,8,0.096,,,NP,0,
MDW,Chicago Midway,2022-09-04 11:00,72,12,0.08,,,NP,0,
MDW,Chicago Midway,2022-09-04 12:00,72,8,0.061,,,NP,0,
MDW,Chicago Midway,2022-09-04 13:00,74,5,0.075,,,NP,0,
MDW,Chicago Midway,2022-09-04 14:00,74,10,0.071,,,?1,0,
MDW,Chicago Midway,2022-09-04 15:00,73,8,0.276,,,R-,0,
MDW,Chicago Midway,2022-09-04 16:00,73,10,0.098,,,NP,0,
MDW,Chicago Midway,2022-09-04 17:00,74,10,0.083,,,NP,0,
MDW,Chicago Midway,2022-09-04 18:00,75,10,0.066,,,NP,0,
MDW,Chicago Midway,2022-09-04 19:00,74,11,0.084,,,NP,0,
MDW,Chicago Midway,2022-09-04 20:00,74,13,0.066,,,NP,0,
MDW,Chicago Midway,2022-09-04 21:00,74,12,0.062,,,NP,0,
MDW,Chicago Midway,2022-09-04 22:00,73,10,0.057,,,NP,0,
MDW,Chicago Midway,2022-09-04 23:00,72,11,0.07,,,NP,0,
MDW,Chicago Midway,2022-09-05 00:00,72,12,0.078,,,NP,0,
MDW,Chicago Midway,2022-09-05 01:00,71,13,0.067,,,NP,0,
MDW,Chicago Midway,2022-09-05 02:00,72,13,0.083,,,NP,0,
MDW,Chicago Midway,2022-09-05 03:00,71,10,0.077,,,NP,0,
MDW,Chicago Midway,2022-09-05 04:00,71,10,0.102,,,NP,0,
MDW,Chicago Midway,2022-09-05 05:00,71,14,0.069,,,NP,0,
MDW,Chicago Midway,2022-09-05 06:00,71,9,0.062,,,NP,0,
MDW,Chicago Midway,2022-09-05 07:00,71,10,0.073,,,NP,0,
MDW,Chicago Midway,2022-09-05 08:00,70,7,0.148,,,R-,0,
MDW,Chicago Midway,2022-09-05 09:00,70,9,0.093,,,NP,0,
MDW,Chicago Midway,2022-09-05 10:00,69,12,0.077,,,NP,0,
MDW,Chicago Midway,2022-09-05 11:00,69,8,0.062,,,NP,0,
MDW,Chicago Midway,2022-09-05 12:00,69,8,0.06,,,NP,0,
MDW,Chicago Midway,2022-09-05 13:00,70,9,0.057,,,NP,0,
MDW,Chicago Midway,2022-09-05 14:00,70,9,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-05 15:00,70,10,0.059,,,NP,0,
MDW,Chicago Midway,2022-09-05 16:00,71,9,0.056,,,NP,0,
MDW,Chicago Midway,2022-09-05 17:00,72,10,0.073,,,NP,0,
MDW,Chicago Midway,2022-09-05 18:00,72,8,0.068,,,NP,0,
MDW,Chicago Midway,2022-09-05 19:00,71,11,0.061,,,NP,0,
MDW,Chicago Midway,2022-09-05 20:00,72,12,0.06,,,NP,0,
MDW,Chicago Midway,2022-09-05 21:00,72,10,0.091,,,NP,0,
MDW,Chicago Midway,2022-09-05 22:00,73,11,0.097,,,NP,0,
MDW,Chicago Midway,2022-09-05 23:00,72,10,0.081,,,NP,0,
MDW,Chicago Midway,2022-09-06 00:00,72,9,0.098,,,NP,0,
MDW,Chicago Midway,2022-09-06 01:00,72,10,0.082,,,NP,0,
MDW,Chicago Midway,2022-09-06 03:00,72,7,0.082,,,NP,0,
MDW,Chicago Midway,2022-09-06 04:00,72,6,0.077,,,NP,0,
MDW,Chicago Midway,2022-09-06 05:00,72,5,0.076,,,NP,0,
MDW,Chicago Midway,2022-09-06 06:00,70,6,0.076,,,NP,0,
MDW,Chicago Midway,2022-09-06 07:00,70,6,0.078,,,NP,0,
MDW,Chicago Midway,2022-09-06 08:00,70,7,0.088,,,NP,0,
MDW,Chicago Midway,2022-09-06 09:00,70,6,0.085,,,NP,0,
MDW,Chicago Midway,2022-09-06 10:00,71,5,0.076,,,NP,0,
MDW,Chicago Midway,2022-09-06 11:00,71,3,0.081,,,M ,0,
MDW,Chicago Midway,2022-09-06 12:00,71,3,0.14,,,NP,0,
MDW,Chicago Midway,2022-09-06 13:00,73,8,0.133,,,NP,0,
MDW,Chicago Midway,2022-09-06 14:00,75,6,0.12,,,NP,0,
MDW,Chicago Midway,2022-09-06 15:00,76,4,0.132,,,NP,0,
MDW,Chicago Midway,2022-09-06 16:00,77,5,0.095,,,NP,0,
MDW,Chicago Midway,2022-09-06 17:00,78,6,0.084,,,NP,0,
MDW,Chicago Midway,2022-09-06 18:00,80,6,0.072,,,NP,0,
MDW,Chicago Midway,2022-09-06 19:00,80,6,0.067,,,NP,0,
MDW,Chicago Midway,2022-09-06 20:00,80,7,0.066,,,NP,0,
MDW,Chicago Midway,2022-09-06 21:00,81,7,0.058,,,NP,0,
MDW,Chicago Midway,2022-09-06 22:00,80,10,0.053,,,NP,0,
MDW,Chicago Midway,2022-09-06 23:00,78,8,0.056,,,NP,0,
MDW,Chicago Midway,2022-09-07 00:00,77,7,0.055,,,NP,0,
MDW,Chicago Midway,2022-09-07 01:00,75,3,0.064,,,NP,0,
MDW,Chicago Midway,2022-09-07 02:00,75,5,0.07,,,NP,0,
MDW,Chicago Midway,2022-09-07 03:00,73,5,0.073,,,NP,0,
MDW,Chicago Midway,2022-09-07 04:00,72,3,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-07 05:00,73,4,0.076,,,NP,0,
MDW,Chicago Midway,2022-09-07 06:00,72,3,0.059,,,NP,0,
MDW,Chicago Midway,2022-09-07 07:00,70,5,0.104,,,NP,0,
MDW,Chicago Midway,2022-09-07 08:00,70,4,0.116,,,NP,0,
MDW,Chicago Midway,2022-09-07 09:00,70,5,0.125,,,NP,0,
MDW,Chicago Midway,2022-09-07 10:00,68,4,0.178,,,NP,0,
MDW,Chicago Midway,2022-09-07 11:00,69,5,0.18,,,NP,0,
MDW,Chicago Midway,2022-09-07 12:00,69,4,0.121,,,NP,0,
MDW,Chicago Midway,2022-09-07 13:00,71,7,0.117,,,NP,0,
MDW,Chicago Midway,2022-09-07 14:00,74,7,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 15:00,75,6,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 16:00,78,8,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 17:00,80,7,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 18:00,79,5,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 19:00,81,12,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 20:00,81,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 21:00,81,12,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 22:00,80,13,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-07 23:00,79,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-08 00:00,76,5,0.05,,,NP,,
MDW,Chicago Midway,2022-09-08 01:00,75,5,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-08 02:00,74,4,0.053,,,NP,0,
MDW,Chicago Midway,2022-09-08 03:00,73,4,0.052,,,NP,0,
MDW,Chicago Midway,2022-09-08 04:00,71,2,0.058,,,NP,0,
MDW,Chicago Midway,2022-09-08 05:00,71,1,0.057,,,NP,0,
MDW,Chicago Midway,2022-09-08 06:00,69,1,0.061,,,NP,0,
MDW,Chicago Midway,2022-09-08 07:00,68,2,0.091,,,NP,0,
MDW,Chicago Midway,2022-09-08 08:00,67,1,0.101,,,NP,0,
MDW,Chicago Midway,2022-09-08 09:00,67,2,0.109,,,NP,0,
MDW,Chicago Midway,2022-09-08 10:00,66,1,0.122,,,NP,0,
MDW,Chicago Midway,2022-09-08 11:00,64,3,0.133,,,NP,0,
MDW,Chicago Midway,2022-09-08 12:00,65,2,0.196,,,NP,0,
MDW,Chicago Midway,2022-09-08 13:00,69,3,0.12,,,NP,0,
MDW,Chicago Midway,2022-09-08 14:00,72,2,0.087,,,NP,0,
MDW,Chicago Midway,2022-09-08 15:00,77,5,0.061,,,NP,0,
MDW,Chicago Midway,2022-09-08 16:00,80,5,0.052,,,NP,0,
MDW,Chicago Midway,2022-09-08 17:00,81,,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-08 18:00,83,5,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-08 19:00,84,1,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-08 20:00,85,5,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-08 21:00,86,3,0.063,,,NP,0,
MDW,Chicago Midway,2022-09-08 22:00,85,5,0.057,,,NP,0,
MDW,Chicago Midway,2022-09-08 23:00,83,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 00:00,82,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 01:00,80,6,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 02:00,78,4,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-09 03:00,76,6,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-09 04:00,73,6,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 05:00,73,4,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 06:00,70,4,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 07:00,69,3,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 08:00,69,3,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 09:00,67,5,0.053,,,NP,0,
MDW,Chicago Midway,2022-09-09 10:00,66,3,0.057,,,NP,0,
MDW,Chicago Midway,2022-09-09 11:00,65,3,0.061,,,NP,0,
MDW,Chicago Midway,2022-09-09 12:00,66,4,0.076,,,NP,0,
MDW,Chicago Midway,2022-09-09 13:00,69,5,0.065,,,NP,0,
MDW,Chicago Midway,2022-09-09 14:00,74,5,0.064,,,NP,0,
MDW,Chicago Midway,2022-09-09 15:00,77,7,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-09 16:00,80,10,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 17:00,82,8,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 18:00,83,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 19:00,83,9,0.053,,,NP,0,
MDW,Chicago Midway,2022-09-09 20:00,84,8,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 21:00,85,7,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 22:00,85,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-09 23:00,83,11,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-10 00:00,82,9,0.05,,,NP,0,
MDW,Chicago Midway,2022-09-10 01:00,80,4,0.054,,,NP,0,
MDW,Chicago Midway,2022-09-10 02:00,78,3,0.06,,,NP,0,
MDW,Chicago Midway,2022-09-10 03:00,78,4,0.066,,,NP,0,
MDW,Chicago Midway,2022-09-10 04:00,73,3,0.076,,,NP,0,
MDW,Chicago Midway,2022-09-10 05:00,74,3,0.069,,,NP,0,
MDW,Chicago Midway,2022-09-10 06:00,73,3,0.107,,,NP,0,
MDW,Chicago Midway,2022-09-10 07:00,71,1,0.106,,,NP,0,
